trip_id,trip_date,contractor_id,contractor_name,trip_status,scheduled_pickup,actual_pickup,pickup_delay_minutes,valid_pickup,on_time_flag,late_flag,early_flag,cancelled_flag,completed_flag,passenger_count,distance_miles,missing_actual_pickup,missing_actual_dropoff,missing_driver,missing_vehicle
361,2026-08-30,2,Keystone Mobility,Completed,2026-08-30 10:20:00,2026-08-30 10:39:00,19,1,0,1,0,0,1,20,41.1,0,0,0,0
362,2026-07-18,2,Keystone Mobility,Cancelled,2026-07-18 10:30:00,,,0,,,,1,0,20,8.7,1,1,0,0
363,2026-08-09,6,Regional Access Transit,Cancelled,2026-08-09 15:30:00,,,0,,,,1,0,28,15.9,1,1,0,0
364,2026-09-02,1,Liberty Transit Services,Completed,2026-09-02 06:15:00,2026-09-02 06:16:00,1,1,1,0,0,0,1,17,10.2,0,0,0,0
365,2026-08-08,1,Liberty Transit Services,Completed,2026-08-08 07:45:00,2026-08-08 08:02:00,17,1,0,1,0,0,1,24,17.2,0,0,0,0
366,2026-07-15,3,Delaware Valley Transport,Completed,2026-07-15 14:50:00,2026-07-15 15:10:00,20,1,0,1,0,0,1,37,26.1,0,0,0,0
367,2026-06-27,2,Keystone Mobility,Cancelled,2026-06-27 20:40:00,,,0,,,,1,0,17,18.9,1,1,0,0
368,2026-07-30,5,CityRide Partners,Completed,2026-07-30 11:15:00,2026-07-30 10:57:00,-18,1,0,0,1,0,1,14,3.6,0,0,0,0
369,2026-06-20,1,Liberty Transit Services,Completed,2026-06-20 14:50:00,2026-06-20 14:56:00,6,1,1,0,0,0,1,38,31.9,0,0,0,0
370,2026-08-01,5,CityRide Partners,Completed,2026-08-01 13:50:00,2026-08-01 13:56:00,6,1,1,0,0,0,1,44,7.9,0,0,0,0
371,2026-06-07,2,Keystone Mobility,Completed,2026-06-07 16:45:00,2026-06-07 16:55:00,10,1,1,0,0,0,1,43,34.1,0,0,0,0
372,2026-08-27,3,Delaware Valley Transport,Completed,2026-08-27 08:40:00,2026-08-27 08:53:00,13,1,1,0,0,0,1,13,8.6,0,0,0,0
373,2026-06-25,2,Keystone Mobility,Cancelled,2026-06-25 08:45:00,,,0,,,,1,0,19,29.8,1,1,0,0
374,2026-07-27,2,Keystone Mobility,Completed,2026-07-27 15:15:00,2026-07-27 15:19:00,4,1,1,0,0,0,1,44,32.6,0,0,0,0
375,2026-06-10,1,Liberty Transit Services,Completed,2026-06-10 20:45:00,2026-06-10 20:43:00,-2,1,1,0,0,0,1,48,6.3,0,0,0,0
376,2026-08-17,1,Liberty Transit Services,Completed,2026-08-17 11:15:00,2026-08-17 11:31:00,16,1,0,1,0,0,1,37,32.6,0,0,0,0
377,2026-06-28,5,CityRide Partners,Completed,2026-06-28 14:15:00,2026-06-28 14:36:00,21,1,0,1,0,0,1,28,29.1,0,0,0,0
378,2026-06-24,1,Liberty Transit Services,Completed,2026-06-24 17:45:00,2026-06-24 17:38:00,-7,1,0,0,1,0,1,35,31.0,0,0,0,0
379,2026-07-12,1,Liberty Transit Services,Completed,2026-07-12 08:45:00,2026-07-12 08:56:00,11,1,1,0,0,0,1,30,39.6,0,0,0,0
380,2026-06-23,3,Delaware Valley Transport,Completed,2026-06-23 20:10:00,2026-06-23 20:13:00,3,1,1,0,0,0,1,21,10.4,0,0,0,0
381,2026-07-22,7,Independence Transportation,Completed,2026-07-22 12:45:00,2026-07-22 12:50:00,5,1,1,0,0,0,1,25,41.5,0,0,0,0
382,2026-07-06,5,CityRide Partners,Completed,2026-07-06 19:10:00,2026-07-06 19:21:00,11,1,1,0,0,0,1,11,17.6,0,0,0,0
383,2026-07-12,6,Regional Access Transit,Completed,2026-07-12 14:10:00,2026-07-12 14:21:00,11,1,1,0,0,0,1,21,34.5,0,0,0,0
384,2026-08-09,5,CityRide Partners,Completed,2026-08-09 06:45:00,2026-08-09 07:01:00,16,1,0,1,0,0,1,27,7.8,0,0,0,0
385,2026-07-20,6,Regional Access Transit,Completed,2026-07-20 08:50:00,2026-07-20 09:15:00,25,1,0,1,0,0,1,37,40.8,0,0,0,0
386,2026-08-26,5,CityRide Partners,Completed,2026-08-26 14:40:00,2026-08-26 14:48:00,8,1,1,0,0,0,1,22,18.8,0,0,0,0
387,2026-08-24,1,Liberty Transit Services,Completed,2026-08-24 12:20:00,2026-08-24 12:25:00,5,1,1,0,0,0,1,27,24.9,0,0,0,0
388,2026-07-05,4,MetroLink Operations,Completed,2026-07-05 20:00:00,2026-07-05 20:24:00,24,1,0,1,0,0,1,42,15.9,0,0,0,0
389,2026-07-09,5,CityRide Partners,Completed,2026-07-09 18:20:00,2026-07-09 18:39:00,19,1,0,1,0,0,1,5,30.8,0,0,0,0
390,2026-06-13,5,CityRide Partners,Completed,2026-06-13 13:10:00,2026-06-13 13:12:00,2,1,1,0,0,0,1,12,18.9,0,0,0,0
391,2026-08-19,3,Delaware Valley Transport,Completed,2026-08-19 19:15:00,2026-08-19 19:14:00,-1,1,1,0,0,0,1,39,36.2,0,0,0,0
392,2026-08-12,4,MetroLink Operations,Completed,2026-08-12 21:20:00,2026-08-12 21:35:00,15,1,1,0,0,0,1,17,35.0,0,0,0,0
393,2026-06-21,6,Regional Access Transit,Completed,2026-06-21 12:45:00,2026-06-21 12:42:00,-3,1,1,0,0,0,1,27,28.1,0,0,0,0
394,2026-06-26,1,Liberty Transit Services,Completed,2026-06-26 13:15:00,2026-06-26 13:19:00,4,1,1,0,0,0,1,38,14.3,0,0,0,0
395,2026-07-23,1,Liberty Transit Services,Completed,2026-07-23 07:45:00,2026-07-23 07:31:00,-14,1,0,0,1,0,1,15,26.2,0,0,0,0
396,2026-07-11,7,Independence Transportation,Completed,2026-07-11 17:20:00,2026-07-11 17:06:00,-14,1,0,0,1,0,1,7,15.0,0,0,0,0
397,2026-07-31,4,MetroLink Operations,Completed,2026-07-31 13:15:00,2026-07-31 13:37:00,22,1,0,1,0,0,1,3,29.8,0,0,0,0
398,2026-08-25,7,Independence Transportation,Completed,2026-08-25 13:45:00,2026-08-25 13:51:00,6,1,1,0,0,0,1,19,6.1,0,0,0,0
399,2026-07-01,7,Independence Transportation,Completed,2026-07-01 11:15:00,2026-07-01 11:24:00,9,1,1,0,0,0,1,21,30.8,0,0,0,0
400,2026-06-13,7,Independence Transportation,Completed,2026-06-13 13:10:00,2026-06-13 13:36:00,26,1,0,1,0,0,1,25,10.4,0,0,0,0
401,2026-07-11,3,Delaware Valley Transport,Completed,2026-07-11 08:15:00,2026-07-11 08:29:00,14,1,1,0,0,0,1,11,29.7,0,0,0,0
402,2026-07-12,7,Independence Transportation,Completed,2026-07-12 11:10:00,2026-07-12 11:23:00,13,1,1,0,0,0,1,5,41.0,0,0,0,0
403,2026-07-04,2,Keystone Mobility,Completed,2026-07-04 06:45:00,,,0,,,,0,1,29,35.2,1,0,0,0
404,2026-06-16,4,MetroLink Operations,Completed,2026-06-16 11:20:00,2026-06-16 11:02:00,-18,1,0,0,1,0,1,11,18.6,0,0,0,0
405,2026-06-04,2,Keystone Mobility,Cancelled,2026-06-04 13:20:00,,,0,,,,1,0,20,41.0,1,1,0,0
406,2026-08-27,4,MetroLink Operations,Completed,2026-08-27 17:45:00,2026-08-27 17:28:00,-17,1,0,0,1,0,1,42,40.7,0,0,0,0
407,2026-08-30,5,CityRide Partners,Completed,2026-08-30 05:30:00,2026-08-30 05:41:00,11,1,1,0,0,0,1,21,37.2,0,0,0,0
408,2026-06-12,2,Keystone Mobility,Completed,2026-06-12 21:45:00,2026-06-12 21:51:00,6,1,1,0,0,0,1,18,38.2,0,0,0,0
409,2026-08-18,3,Delaware Valley Transport,Cancelled,2026-08-18 21:40:00,,,0,,,,1,0,42,27.6,1,1,0,0
410,2026-06-07,4,MetroLink Operations,Completed,2026-06-07 09:00:00,2026-06-07 09:29:00,29,1,0,1,0,0,1,45,24.7,0,0,0,0
411,2026-08-03,4,MetroLink Operations,Completed,2026-08-03 09:10:00,2026-08-03 09:36:00,26,1,0,1,0,0,1,13,25.6,0,0,0,0
412,2026-08-07,1,Liberty Transit Services,Completed,2026-08-07 18:10:00,2026-08-07 18:13:00,3,1,1,0,0,0,1,5,20.7,0,0,0,0
413,2026-08-24,6,Regional Access Transit,Completed,2026-08-24 19:30:00,2026-08-24 19:26:00,-4,1,1,0,0,0,1,41,13.7,0,0,0,0
414,2026-06-08,7,Independence Transportation,Completed,2026-06-08 17:10:00,2026-06-08 17:30:00,20,1,0,1,0,0,1,9,7.3,0,0,0,0
415,2026-07-26,4,MetroLink Operations,Completed,2026-07-26 09:40:00,2026-07-26 10:07:00,27,1,0,1,0,0,1,5,32.4,0,0,0,0
416,2026-07-18,7,Independence Transportation,Completed,2026-07-18 18:45:00,2026-07-18 18:46:00,1,1,1,0,0,0,1,18,21.0,0,0,0,0
417,2026-08-01,1,Liberty Transit Services,Completed,2026-08-01 09:15:00,2026-08-01 08:57:00,-18,1,0,0,1,0,1,32,19.3,0,0,0,0
418,2026-07-30,1,Liberty Transit Services,Completed,2026-07-30 16:30:00,2026-07-30 16:42:00,12,1,1,0,0,0,1,45,14.3,0,0,0,0
419,2026-09-01,5,CityRide Partners,No Show,2026-09-01 19:30:00,,,0,,,,0,0,38,12.7,1,1,0,0
420,2026-06-14,6,Regional Access Transit,Completed,2026-06-14 05:00:00,2026-06-14 05:15:00,15,1,1,0,0,0,1,39,16.7,0,0,0,0
421,2026-08-28,6,Regional Access Transit,Completed,2026-08-28 14:10:00,2026-08-28 14:19:00,9,1,1,0,0,0,1,27,35.8,0,0,0,0
422,2026-08-08,7,Independence Transportation,Completed,2026-08-08 07:30:00,2026-08-08 07:41:00,11,1,1,0,0,0,1,28,25.6,0,0,0,0
423,2026-07-08,2,Keystone Mobility,Completed,2026-07-08 06:40:00,2026-07-08 06:34:00,-6,1,0,0,1,0,1,32,25.8,0,0,0,0
424,2026-08-26,5,CityRide Partners,Completed,2026-08-26 12:00:00,2026-08-26 11:59:00,-1,1,1,0,0,0,1,39,39.6,0,0,0,0
425,2026-07-28,3,Delaware Valley Transport,Completed,2026-07-28 05:15:00,2026-07-28 05:06:00,-9,1,0,0,1,0,1,45,17.9,0,0,0,0
426,2026-08-26,4,MetroLink Operations,Completed,2026-08-26 20:15:00,2026-08-26 20:13:00,-2,1,1,0,0,0,1,31,14.5,0,0,0,0
427,2026-08-11,2,Keystone Mobility,Completed,2026-08-11 05:40:00,2026-08-11 05:53:00,13,1,1,0,0,0,1,35,11.4,0,0,0,0
428,2026-07-14,3,Delaware Valley Transport,Completed,2026-07-14 06:30:00,2026-07-14 06:39:00,9,1,1,0,0,0,1,48,6.9,0,0,0,0
429,2026-08-18,1,Liberty Transit Services,Completed,2026-08-18 06:10:00,2026-08-18 06:04:00,-6,1,0,0,1,0,1,8,7.4,0,0,0,0
430,2026-07-27,2,Keystone Mobility,Completed,2026-07-27 05:20:00,2026-07-27 05:34:00,14,1,1,0,0,0,1,9,32.3,0,0,0,0
431,2026-07-24,5,CityRide Partners,Cancelled,2026-07-24 09:45:00,,,0,,,,1,0,0,30.8,1,1,0,0
432,2026-06-09,5,CityRide Partners,No Show,2026-06-09 15:40:00,,,0,,,,0,0,42,38.9,1,1,0,0
433,2026-08-13,2,Keystone Mobility,Completed,2026-08-13 21:30:00,2026-08-13 21:24:00,-6,1,0,0,1,0,1,25,20.1,0,0,0,0
434,2026-08-09,2,Keystone Mobility,Cancelled,2026-08-09 16:45:00,,,0,,,,1,0,46,31.7,1,1,0,0
435,2026-08-06,2,Keystone Mobility,Completed,2026-08-06 14:20:00,2026-08-06 14:48:00,28,1,0,1,0,0,1,16,12.0,0,0,0,0
436,2026-07-09,7,Independence Transportation,Completed,2026-07-09 21:10:00,2026-07-09 21:31:00,21,1,0,1,0,0,1,47,41.6,0,0,0,0
437,2026-08-31,5,CityRide Partners,Completed,2026-08-31 12:40:00,2026-08-31 12:43:00,3,1,1,0,0,0,1,12,35.0,0,0,0,0
438,2026-07-29,3,Delaware Valley Transport,Completed,2026-07-29 09:45:00,2026-07-29 09:41:00,-4,1,1,0,0,0,1,25,36.9,0,0,0,0
439,2026-08-03,5,CityRide Partners,Completed,2026-08-03 19:50:00,2026-08-03 20:02:00,12,1,1,0,0,0,1,13,20.5,0,0,0,0
440,2026-09-04,1,Liberty Transit Services,Completed,2026-09-04 16:10:00,2026-09-04 15:52:00,-18,1,0,0,1,0,1,9,8.1,0,0,0,0
441,2026-07-24,5,CityRide Partners,Completed,2026-07-24 14:30:00,2026-07-24 15:07:00,37,1,0,1,0,0,1,36,20.4,0,0,0,0
442,2026-07-19,3,Delaware Valley Transport,Completed,2026-07-19 09:15:00,2026-07-19 09:38:00,23,1,0,1,0,0,1,21,23.9,0,0,0,0
443,2026-07-27,6,Regional Access Transit,Completed,2026-07-27 07:15:00,2026-07-27 07:33:00,18,1,0,1,0,0,1,36,23.1,0,0,0,0
444,2026-07-31,7,Independence Transportation,Completed,2026-07-31 05:10:00,2026-07-31 05:11:00,1,1,1,0,0,0,1,20,18.4,0,0,0,0
445,2026-08-02,1,Liberty Transit Services,Completed,2026-08-02 15:45:00,2026-08-02 15:27:00,-18,1,0,0,1,0,1,11,12.6,0,0,0,0
446,2026-06-20,1,Liberty Transit Services,Completed,2026-06-20 18:15:00,2026-06-20 18:14:00,-1,1,1,0,0,0,1,7,4.5,0,0,0,0
447,2026-08-16,2,Keystone Mobility,Completed,2026-08-16 20:45:00,2026-08-16 21:00:00,15,1,1,0,0,0,1,1,13.1,0,0,0,0
448,2026-08-26,5,CityRide Partners,Completed,2026-08-26 12:15:00,2026-08-26 12:24:00,9,1,1,0,0,0,1,34,40.1,0,0,0,0
449,2026-07-28,5,CityRide Partners,Completed,2026-07-28 05:50:00,2026-07-28 05:51:00,1,1,1,0,0,0,1,24,42.0,0,0,0,0
450,2026-08-20,7,Independence Transportation,Completed,2026-08-20 21:30:00,2026-08-20 21:43:00,13,1,1,0,0,0,1,13,26.6,0,0,0,0
451,2026-07-11,7,Independence Transportation,Completed,2026-07-11 13:50:00,,,0,,,,0,1,41,38.9,1,0,0,0
452,2026-07-31,5,CityRide Partners,Completed,2026-07-31 05:15:00,2026-07-31 05:20:00,5,1,1,0,0,0,1,28,29.1,0,0,0,0
453,2026-07-19,3,Delaware Valley Transport,Completed,2026-07-19 17:15:00,2026-07-19 17:19:00,4,1,1,0,0,0,1,45,16.6,0,0,0,0
454,2026-08-18,1,Liberty Transit Services,No Show,2026-08-18 12:20:00,,,0,,,,0,0,38,10.8,1,1,0,0
455,2026-08-21,2,Keystone Mobility,Completed,2026-08-21 08:30:00,2026-08-21 08:31:00,1,1,1,0,0,0,1,8,12.8,0,0,0,0
456,2026-06-30,5,CityRide Partners,No Show,2026-06-30 13:20:00,,,0,,,,0,0,0,39.5,1,1,0,0
457,2026-08-26,6,Regional Access Transit,Completed,2026-08-26 15:45:00,2026-08-26 15:38:00,-7,1,0,0,1,0,1,17,38.8,0,0,0,0
458,2026-07-28,5,CityRide Partners,Completed,2026-07-28 05:45:00,2026-07-28 05:41:00,-4,1,1,0,0,0,1,4,27.2,0,0,0,0
459,2026-06-04,1,Liberty Transit Services,Completed,2026-06-04 18:00:00,2026-06-04 17:42:00,-18,1,0,0,1,0,1,33,33.9,0,0,0,0
460,2026-08-16,1,Liberty Transit Services,Completed,2026-08-16 08:50:00,2026-08-16 08:50:00,0,1,1,0,0,0,1,19,26.6,0,0,0,0
461,2026-06-09,4,MetroLink Operations,Completed,2026-06-09 06:00:00,2026-06-09 05:47:00,-13,1,0,0,1,0,1,27,37.3,0,0,0,0
462,2026-06-13,5,CityRide Partners,Completed,2026-06-13 05:50:00,2026-06-13 06:19:00,29,1,0,1,0,0,1,32,12.6,0,0,0,0
463,2026-08-01,4,MetroLink Operations,Completed,2026-08-01 10:20:00,2026-08-01 10:37:00,17,1,0,1,0,0,1,9,8.3,0,0,0,0
464,2026-08-17,3,Delaware Valley Transport,Completed,2026-08-17 14:40:00,2026-08-17 14:44:00,4,1,1,0,0,0,1,12,33.5,0,0,0,0
465,2026-06-25,3,Delaware Valley Transport,Completed,2026-06-25 19:40:00,2026-06-25 19:46:00,6,1,1,0,0,0,1,31,11.2,0,0,0,0
466,2026-08-21,1,Liberty Transit Services,Completed,2026-08-21 12:50:00,2026-08-21 13:10:00,20,1,0,1,0,0,1,9,14.0,0,0,0,0
467,2026-08-20,2,Keystone Mobility,Completed,2026-08-20 06:00:00,2026-08-20 06:07:00,7,1,1,0,0,0,1,12,3.3,0,0,0,0
468,2026-07-04,7,Independence Transportation,Completed,2026-07-04 05:15:00,2026-07-04 05:24:00,9,1,1,0,0,0,1,39,37.3,0,0,0,0
469,2026-06-09,6,Regional Access Transit,Completed,2026-06-09 09:15:00,2026-06-09 09:47:00,32,1,0,1,0,0,1,37,10.0,0,0,0,0
470,2026-07-08,5,CityRide Partners,Completed,2026-07-08 15:20:00,2026-07-08 15:35:00,15,1,1,0,0,0,1,39,5.1,0,0,0,0
471,2026-07-20,5,CityRide Partners,Completed,2026-07-20 16:50:00,2026-07-20 16:52:00,2,1,1,0,0,0,1,40,38.9,0,0,0,0
472,2026-08-23,5,CityRide Partners,Completed,2026-08-23 11:20:00,2026-08-23 11:23:00,3,1,1,0,0,0,1,48,5.8,0,0,0,0
473,2026-08-06,4,MetroLink Operations,Completed,2026-08-06 12:00:00,2026-08-06 12:13:00,13,1,1,0,0,0,1,24,3.5,0,0,0,0
474,2026-06-30,4,MetroLink Operations,Completed,2026-06-30 07:40:00,2026-06-30 07:52:00,12,1,1,0,0,0,1,43,15.5,0,0,0,0
475,2026-09-04,3,Delaware Valley Transport,Cancelled,2026-09-04 11:15:00,,,0,,,,1,0,25,39.9,1,1,0,0
476,2026-08-14,7,Independence Transportation,Completed,2026-08-14 20:15:00,2026-08-14 20:26:00,11,1,1,0,0,0,1,29,16.0,0,0,0,0
477,2026-07-11,1,Liberty Transit Services,Completed,2026-07-11 18:45:00,2026-07-11 19:15:00,30,1,0,1,0,0,1,22,15.9,0,0,0,0
478,2026-07-25,4,MetroLink Operations,Completed,2026-07-25 14:40:00,2026-07-25 15:10:00,30,1,0,1,0,0,1,38,25.2,0,0,0,0
479,2026-07-19,4,MetroLink Operations,Completed,2026-07-19 17:10:00,2026-07-19 17:11:00,1,1,1,0,0,0,1,2,35.1,0,0,0,0
480,2026-08-02,5,CityRide Partners,Cancelled,2026-08-02 10:20:00,,,0,,,,1,0,33,5.3,1,1,0,0
481,2026-07-18,1,Liberty Transit Services,Completed,2026-07-18 05:15:00,2026-07-18 05:15:00,0,1,1,0,0,0,1,24,40.2,0,0,0,0
482,2026-06-27,7,Independence Transportation,Completed,2026-06-27 11:30:00,2026-06-27 11:25:00,-5,1,1,0,0,0,1,9,20.1,0,1,0,0
483,2026-07-22,7,Independence Transportation,Cancelled,2026-07-22 21:40:00,,,0,,,,1,0,18,28.0,1,1,0,0
484,2026-07-15,4,MetroLink Operations,Completed,2026-07-15 17:15:00,2026-07-15 17:15:00,0,1,1,0,0,0,1,44,39.9,0,0,0,0
485,2026-06-21,2,Keystone Mobility,Cancelled,2026-06-21 14:10:00,,,0,,,,1,0,6,22.4,1,1,0,0
486,2026-07-12,7,Independence Transportation,Completed,2026-07-12 19:15:00,2026-07-12 19:16:00,1,1,1,0,0,0,1,25,4.0,0,0,0,0
487,2026-06-15,3,Delaware Valley Transport,Completed,2026-06-15 15:50:00,2026-06-15 15:45:00,-5,1,1,0,0,0,1,10,35.6,0,0,0,0
488,2026-06-13,5,CityRide Partners,Completed,2026-06-13 14:10:00,2026-06-13 14:16:00,6,1,1,0,0,0,1,43,23.5,0,0,0,1
489,2026-08-29,4,MetroLink Operations,Completed,2026-08-29 21:10:00,2026-08-29 21:32:00,22,1,0,1,0,0,1,23,38.4,0,0,0,0
490,2026-06-12,2,Keystone Mobility,Completed,2026-06-12 18:00:00,2026-06-12 18:15:00,15,1,1,0,0,0,1,32,6.8,0,0,0,0
491,2026-07-12,3,Delaware Valley Transport,Completed,2026-07-12 11:45:00,2026-07-12 11:30:00,-15,1,0,0,1,0,1,13,20.6,0,1,0,0
492,2026-08-24,1,Liberty Transit Services,Cancelled,2026-08-24 16:00:00,,,0,,,,1,0,6,30.6,1,1,0,0
493,2026-08-12,7,Independence Transportation,No Show,2026-08-12 13:10:00,,,0,,,,0,0,44,15.1,1,1,0,0
494,2026-08-25,7,Independence Transportation,Completed,2026-08-25 07:40:00,2026-08-25 07:50:00,10,1,1,0,0,0,1,7,14.7,0,0,0,0
495,2026-07-25,6,Regional Access Transit,Completed,2026-07-25 07:00:00,2026-07-25 07:25:00,25,1,0,1,0,0,1,28,31.7,0,0,0,0
496,2026-06-18,3,Delaware Valley Transport,Completed,2026-06-18 15:00:00,2026-06-18 15:07:00,7,1,1,0,0,0,1,42,41.5,0,0,0,0
497,2026-08-27,7,Independence Transportation,Completed,2026-08-27 17:40:00,2026-08-27 17:36:00,-4,1,1,0,0,0,1,13,7.5,0,0,0,0
498,2026-08-15,2,Keystone Mobility,Completed,2026-08-15 12:10:00,2026-08-15 12:22:00,12,1,1,0,0,0,1,12,13.2,0,0,0,0
499,2026-08-01,7,Independence Transportation,Completed,2026-08-01 16:45:00,2026-08-01 17:02:00,17,1,0,1,0,0,1,1,32.6,0,0,0,0
500,2026-06-11,4,MetroLink Operations,Completed,2026-06-11 09:15:00,2026-06-11 09:11:00,-4,1,1,0,0,0,1,0,3.0,0,0,0,0
501,2026-09-02,5,CityRide Partners,Cancelled,2026-09-02 20:45:00,,,0,,,,1,0,37,5.3,1,1,0,0
502,2026-06-16,1,Liberty Transit Services,No Show,2026-06-16 10:20:00,,,0,,,,0,0,3,28.2,1,1,0,0
503,2026-09-03,4,MetroLink Operations,Cancelled,2026-09-03 12:50:00,,,0,,,,1,0,16,26.4,1,1,0,0
504,2026-06-19,6,Regional Access Transit,Completed,2026-06-19 12:15:00,2026-06-19 12:24:00,9,1,1,0,0,0,1,27,9.1,0,0,0,0
505,2026-07-03,4,MetroLink Operations,Completed,2026-07-03 21:45:00,2026-07-03 22:00:00,15,1,1,0,0,0,1,25,30.1,0,0,0,0
506,2026-06-22,1,Liberty Transit Services,Completed,2026-06-22 05:10:00,2026-06-22 04:55:00,-15,1,0,0,1,0,1,8,10.3,0,0,0,0
507,2026-08-04,2,Keystone Mobility,Completed,2026-08-04 19:20:00,2026-08-04 19:13:00,-7,1,0,0,1,0,1,18,5.9,0,0,0,0
508,2026-07-06,1,Liberty Transit Services,Completed,2026-07-06 15:00:00,2026-07-06 15:18:00,18,1,0,1,0,0,1,2,6.3,0,0,1,0
509,2026-06-01,5,CityRide Partners,Completed,2026-06-01 21:30:00,2026-06-01 21:32:00,2,1,1,0,0,0,1,24,26.6,0,0,0,0
510,2026-07-13,3,Delaware Valley Transport,Completed,2026-07-13 05:50:00,2026-07-13 06:07:00,17,1,0,1,0,0,1,15,17.1,0,0,0,0
511,2026-08-27,5,CityRide Partners,Completed,2026-08-27 21:45:00,2026-08-27 22:14:00,29,1,0,1,0,0,1,47,26.7,0,0,0,0
512,2026-07-15,1,Liberty Transit Services,Completed,2026-07-15 20:10:00,2026-07-15 20:14:00,4,1,1,0,0,0,1,5,14.4,0,0,0,0
513,2026-08-10,6,Regional Access Transit,Completed,2026-08-10 10:50:00,2026-08-10 11:17:00,27,1,0,1,0,0,1,10,39.2,0,0,0,0
514,2026-07-20,3,Delaware Valley Transport,No Show,2026-07-20 12:30:00,,,0,,,,0,0,31,6.1,1,1,0,0
515,2026-07-13,6,Regional Access Transit,Cancelled,2026-07-13 07:40:00,,,0,,,,1,0,7,14.0,1,1,0,0
516,2026-06-12,1,Liberty Transit Services,Completed,2026-06-12 11:10:00,2026-06-12 11:11:00,1,1,1,0,0,0,1,24,41.2,0,0,0,1
517,2026-07-17,3,Delaware Valley Transport,Completed,2026-07-17 21:20:00,2026-07-17 21:25:00,5,1,1,0,0,0,1,47,28.8,0,0,0,0
518,2026-08-29,7,Independence Transportation,No Show,2026-08-29 15:30:00,,,0,,,,0,0,30,27.4,1,1,0,0
519,2026-08-03,2,Keystone Mobility,Completed,2026-08-03 17:00:00,2026-08-03 17:17:00,17,1,0,1,0,0,1,19,41.4,0,0,0,0
520,2026-06-21,6,Regional Access Transit,Completed,2026-06-21 17:40:00,2026-06-21 17:44:00,4,1,1,0,0,0,1,6,7.7,0,0,0,0
521,2026-08-14,7,Independence Transportation,Completed,2026-08-14 14:50:00,2026-08-14 15:18:00,28,1,0,1,0,0,1,41,2.9,0,0,0,0
522,2026-08-13,6,Regional Access Transit,Completed,2026-08-13 09:45:00,2026-08-13 09:55:00,10,1,1,0,0,0,1,9,27.3,0,0,0,0
523,2026-07-02,4,MetroLink Operations,Completed,2026-07-02 08:20:00,2026-07-02 08:32:00,12,1,1,0,0,0,1,41,17.6,0,0,0,0
524,2026-08-23,6,Regional Access Transit,Completed,2026-08-23 16:00:00,2026-08-23 16:11:00,11,1,1,0,0,0,1,37,9.7,0,0,0,0
525,2026-08-22,4,MetroLink Operations,Completed,2026-08-22 14:15:00,2026-08-22 14:40:00,25,1,0,1,0,0,1,33,21.8,0,0,0,0
526,2026-08-14,5,CityRide Partners,Completed,2026-08-14 08:20:00,2026-08-14 08:27:00,7,1,1,0,0,0,1,16,36.1,0,0,1,0
527,2026-06-11,1,Liberty Transit Services,No Show,2026-06-11 21:30:00,,,0,,,,0,0,15,14.4,1,1,0,0
528,2026-07-08,5,CityRide Partners,Completed,2026-07-08 19:15:00,2026-07-08 19:26:00,11,1,1,0,0,0,1,2,9.9,0,0,0,0
529,2026-06-28,3,Delaware Valley Transport,Completed,2026-06-28 11:40:00,2026-06-28 11:27:00,-13,1,0,0,1,0,1,43,19.3,0,0,0,0
530,2026-06-19,6,Regional Access Transit,No Show,2026-06-19 11:10:00,,,0,,,,0,0,32,26.4,1,1,0,0
531,2026-06-20,4,MetroLink Operations,No Show,2026-06-20 18:45:00,,,0,,,,0,0,43,24.2,1,1,0,0
532,2026-07-13,1,Liberty Transit Services,Completed,2026-07-13 16:40:00,2026-07-13 17:07:00,27,1,0,1,0,0,1,7,9.4,0,0,1,0
533,2026-07-10,6,Regional Access Transit,Completed,2026-07-10 08:40:00,2026-07-10 09:03:00,23,1,0,1,0,0,1,43,40.7,0,0,0,0
534,2026-08-10,5,CityRide Partners,Completed,2026-08-10 20:15:00,2026-08-10 20:51:00,36,1,0,1,0,0,1,23,30.4,0,0,0,0
535,2026-08-26,2,Keystone Mobility,No Show,2026-08-26 19:15:00,,,0,,,,0,0,45,37.3,1,1,0,0
536,2026-06-30,7,Independence Transportation,Completed,2026-06-30 07:30:00,2026-06-30 07:52:00,22,1,0,1,0,0,1,31,34.4,0,0,0,0
537,2026-07-25,1,Liberty Transit Services,Completed,2026-07-25 09:50:00,2026-07-25 10:07:00,17,1,0,1,0,0,1,47,16.1,0,0,0,0
538,2026-08-24,6,Regional Access Transit,Completed,2026-08-24 06:50:00,2026-08-24 07:06:00,16,1,0,1,0,0,1,23,40.8,0,0,0,0
539,2026-08-26,3,Delaware Valley Transport,Completed,2026-08-26 08:30:00,2026-08-26 08:47:00,17,1,0,1,0,0,1,41,22.9,0,0,1,0
540,2026-07-30,1,Liberty Transit Services,Completed,2026-07-30 06:40:00,,,0,,,,0,1,12,5.8,1,0,0,1
541,2026-06-20,5,CityRide Partners,Completed,2026-06-20 08:50:00,2026-06-20 08:53:00,3,1,1,0,0,0,1,17,6.8,0,0,0,0
542,2026-08-24,4,MetroLink Operations,Completed,2026-08-24 10:15:00,2026-08-24 10:31:00,16,1,0,1,0,0,1,2,8.8,0,0,0,0
543,2026-08-01,2,Keystone Mobility,Completed,2026-08-01 08:45:00,2026-08-01 09:00:00,15,1,1,0,0,0,1,24,7.7,0,0,0,0
